ID,AU,TI,SO,KW,AB,AF,TC,DI,PY
1875,"Marris, E",Tsunami damage was enhanced by coral theft,NATURE,,"Evidence has emerged that the illegal mining of the coral reefs along Sri Lanka's coastline may have effected the impact of the tsunami. Studies have shown that were coral was mined and gaps appeared that the waves travelled kilometres inland, killing thousands but where the coral reef was left intact the wavestravelled only 50 metres inland. This phenomenon was witnessed before in Nicaragua in 1992 where a tsunami surged 1 kilometre inland through a break in thecoral reef made to let boats through. On a nearby beach where the coral was intact there were still beach umbrellas left standing. There has been a groundswell in Sri Lanka for better enforcement of laws to protect the coral reef andprotect people from further disasters.",,10,10.1038/4361071a,2005
1876,"Adger, WN; Hughes, TP; Folke, C; Carpenter, SR; Rockstrom, J",Social-ecological resilience to coastal disasters,SCIENCE,CLIMATE-CHANGE; CORAL-REEFS; VULNERABILITY; HURRICANES; MANAGEMENT; RESISTANCE; CAPACITY; TSUNAMI; CRISIS,"Social and ecological vulnerability to disasters and outcomes of any particular extreme event are influenced by buildup or erosion of resilience both before and after disasters occur. Resilient social-ecological. systems incorporate diverse mechanisms for living with, and learning from, change and unexpected shocks. Disaster management requires multilevel governance systems that can enhance the capacity to cope with uncertainty and surprise by mobilizing diverse sources of resilience.","Univ E Anglia, Sch Environm Sci, Tyndall Ctr Climate Change Res, Norwich NR4 7TJ, Norfolk, England; James Cook Univ N Queensland, Sch Marine Biol & Aquaculture, Ctr Coral Reef Biodivers, Townsville, Qld 4811, Australia; Stockholm Univ, Dept Syst Ecol, SE-10691 Stockholm, Sweden; Stockholm Univ, Ctr Transdisciplinary Environm Res, SE-10691 Stockholm, Sweden; Univ Wisconsin, Ctr Limnol, Madison, WI 53706 USA; Stockholm Environm Inst, SE-10314 Stockholm, Sweden",910,10.1126/science.1112122,2005
1877,"Huppert, A","Reassessing U.S. coral reefs (vol 308, pg 1740, 2005)",SCIENCE,,,"Woods Hole Oceanog Inst, Marine Policy Ctr, Woods Hole, MA 02543 USA",0,,2005
1878,"Haag, A",Underwater odyssey,NATURE,,Dr Mark Patterson an expert in coral reef biomechanics has taken his quest forknowledge to a new level by helping to design an autonomous underwater vehicle (AUV). These vehicles are being used by Patterson to study oxygen dynamics over coral reefs. He is now designing underwater robots with customized sonar to classify different species of fish.,,0,,2005
1879,"Causey, BD; Andrews, K",Reassessing US coral reefs,SCIENCE,,,"Natl Ocean & Atmospher Adm, Florida Keys Natl Marine Sanctuary, Marathon, FL 33050 USA; Florida Dept Environm Protect, Tallahassee, FL 32399 USA",2,,2005
1880,"Grigg, RW; Dollar, SJ",Reassessing US coral reefs,SCIENCE,MAIN HAWAIIAN-ISLANDS,,"Univ Hawaii Manoa, Dept Oceanog, Honolulu, HI 96822 USA",7,,2005
1881,"Huppert, A",Reassessing US coral reefs,SCIENCE,,,"Tel Aviv Univ, Dept Zool, IL-69978 Tel Aviv, Israel",1,,2005
1882,"Jackson, JBC; Ogden, JC; Pandolfi, JM; Baron, N; Bradbury, RH; Guzman, HM; Hughes, TP; Kappel, CV; Micheli, F; Possingham, HP; Sala, E",Reassessing US coral reefs - Response,SCIENCE,,,"Univ Calif San Diego, Scripps Inst Oceanog, Ctr Marine Biodivers & Conservat, La Jolla, CA 92093 USA; Smithsonian Trop Res Inst, Balboa, Panama; Florida Inst Oceanog, St Petersburg, FL 33701 USA; Univ Queensland, Dept Math, St Lucia, Qld 4072, Australia; Univ Queensland, Sch Life Sci, St Lucia, Qld 4072, Australia; Univ Queensland, Ctr Marine Studies, St Lucia, Qld 4072, Australia; Univ Queensland, Dept Earth Sci, St Lucia, Qld 4072, Australia; Natl Ctr Ecol Anal & Synth, Santa Barbara, CA 93101 USA; Australian Natl Univ, Canberra, ACT 0200, Australia; James Cook Univ N Queensland, Ctr Coral Reef Biodivers, Sch Marine Biol, Townsville, Qld 4811, Australia; Stanford Univ, Hopkins Marine Stn, Pacific Grove, CA 93950 USA",0,,2005
1883,"Kruczynski, WL",Reassessing US coral reefs,SCIENCE,,,"US EPA, Florida Keys Natl Marine Sanctuary, Water Qual Protect Program, Marathon, FL 33050 USA",2,,2005
1884,"Precht, WF; Miller, SL; Aronson, RB; Bruno, JF; Kaufman, L",Reassessing US coral reefs,SCIENCE,ECOSYSTEMS,,"PBS&J, Ecol Sci Program, Miami, FL 33172 USA; Univ N Carolina, Ctr Marine Sci, Wilmington, NC 28409 USA; Dauphin Isl Sea Lab, Dauphin Isl, AL 36528 USA; Univ N Carolina, Dept Marine Sci, Chapel Hill, NC 27599 USA; Boston Univ, Dept Biol, Boston, MA 02215 USA",2,,2005
1885,"Pandolfi, JM","Are U.S. coral reefs on the slippery slope to slime? (vol 307, pg 1725, 2005)",SCIENCE,,,,7,,2005
1886,"Genin, A; Jaffe, JS; Reef, R; Richter, C; Franks, PJS",Swimming against the flow: A mechanism of zooplankton aggregation,SCIENCE,NEAR-BOTTOM DEPLETION; HYDROSTATIC-PRESSURE; VANCOUVER-ISLAND; GEORGES BANK; CORAL-REEFS; PLANKTON; SHELF; SEA; INVERTEBRATES; CIRCULATION,"Zooplankton reside in a constantly flowing environment. However, information about their response to ambient flow has remained elusive, because of the difficulties of following the individual motions of these minute, nearly transparent animals in the ocean. Using a three-dimensional acoustic imaging system, we tracked >375,000 zooplankters at two coastal sites in the Red Sea. Resolution of their motion from that of the water showed that the animals effectively maintained their depth by swimming against upwelling and downwelling currents moving at rates of up to tens of body lengths per second, causing their accumulation at frontal zones. This mechanism explains how oceanic fronts become major feeding grounds for predators and targets for fishermen.","Interuniv Inst Marine Sci, Elat, Israel; Hebrew Univ Jerusalem, Elat, Israel; Univ Calif San Diego, Scripps Inst Oceanog, La Jolla, CA 92093 USA; Ctr Trop Marine Ecol, Bremen, Germany",138,10.1126/science.1107834,2005
1887,"Wood, R","Reef madness: Charles Darwin, Alexander Agassiz, and the meaning of coral",NATURE,,,"Schlumberger Cambridge Res Ltd, Cambridge CB2 3EQ, England; Univ Cambridge, Dept Earth Sci, Cambridge CB2 3EQ, England",0,10.1038/435025a,2005
1888,"Henderson, GM",Coral clues to rapid sea-level change,SCIENCE,AGE,,"Univ Oxford, Dept Earth Sci, Oxford OX1 3PR, England",5,10.1126/science.1110550,2005
1889,"Thompson, WG; Goldstein, SL",Open-system coral ages reveal persistent suborbital sea-level cycles,SCIENCE,LAST INTERGLACIAL PERIOD; GLACIAL CYCLE; PENULTIMATE DEGLACIATION; HUON PENINSULA; TERMINATION-II; NORTH-ATLANTIC; REEF TERRACES; ICE AGES; CLIMATE; TEMPERATURE,"Sea level is a sensitive index of global climate that has been linked to Earth's orbital variations, with a minimum periodicity of about 21,000 years. Although there is ample evidence for climate oscillations that are too frequent to be explained by orbital forcing, suborbital-frequency sea-level change has been difficult to resolve, primarily because of problems with uranium/thorium coral dating. Here we use a new approach that corrects coral ages for the frequently observed open-system behavior of uranium-series nuclides, substantially improving the resolution of sea-level reconstruction. This curve reveals persistent sea-level oscillations that are too frequent to be explained exclusively by orbital forcing.","Columbia Univ, Lamont Doherty Earth Observ, Palisades, NY 10964 USA; Columbia Univ, Dept Earth & Environm Sci, Palisades, NY 10964 USA",182,10.1126/science.1104035,2005
1890,"Simpson, SD; Meekan, M; Montgomery, J; McCauley, R; Jeffs, A",Homeward sound,SCIENCE,CORAL-REEF FISHES; RECRUITMENT; POPULATION,,"Univ Edinburgh, Sch Biol Sci, Edinburgh EH9 3JT, Midlothian, Scotland; Australian Inst Marine Sci, Darwin, NT, Australia; Univ Auckland, Leigh Marine Lab, Auckland 1, New Zealand; Curtin Univ, Ctr Marine Sci & Technol, Perth, WA 6845, Australia; Natl Inst Water & Atmospher Res Ltd, Auckland, New Zealand",202,10.1126/science.1107406,2005
1891,"Palumbi, SR",Environmental science - Germ theory for ailing corals,NATURE,MARINE RESERVES; REEFS; ECOLOGY,,"Stanford Univ, Dept Biol Sci, Hopkins Marine Stn, Pacific Grove, CA 93950 USA",10,10.1038/434713a,2005
1892,"Pandolfi, JM; Jackson, JBC; Baron, N; Bradbury, RH; Guzman, HM; Hughes, TP; Kappel, CV; Micheli, F; Ogden, JC; Possingham, HP; Sala, E",Ecology - Are US coral reefs on the slippery slope to slime?,SCIENCE,RESILIENCE; ECOSYSTEMS,,"Univ Queensland, Ctr Marine Studies, St Lucia, Qld 4072, Australia; Univ Queensland, Dept Earth Sci, St Lucia, Qld 4072, Australia; Univ Queensland, Dept Math, St Lucia, Qld 4072, Australia; Univ Queensland, Sch Life Sci, St Lucia, Qld 4072, Australia; Univ Calif San Diego, Scripps Inst Oceanog, Ctr Ctr Marine Biodivers & Conservat, La Jolla, CA 92093 USA; Smithsonian Trop Res Inst, Balboa, Panama; Natl ctr Ecol Anal & Synth, Santa Barbara, CA USA; Australian Natl Univ, Ctr Resource & Environm Studies, Canberra, ACT 0200, Australia; James Cook Univ N Queensland, Sch Marine Biol, Ctr Coral Reef Biodivers, Townsville, Qld 4811, Australia; Stanford Univ, Hopkins Marine Stn, Pacific Grove, CA 93950 USA; Florida Inst Oceanog, St Petersburg, FL 33701 USA",299,10.1126/science.1104258,2005
1893,"Pennisi, E",South Asia tsunami - Powerful tsunami's impact on coral reefs was hit and miss,SCIENCE,,,,10,,2005
1894,"Hambler, C; Henderson, PA; Speight, MR","Elephants, ecology, and nonequilibrium?",SCIENCE,CORAL-REEF FISH; DENSITY-DEPENDENCE,,"Univ Oxford, Dept Zool, Oxford OX1 3PS, England",2,,2005
1895,"Kiessling, W",Long-term relationships between ecological stability and biodiversity in Phanerozoic reefs,NATURE,CORAL-REEFS; DIVERSITY; PRODUCTIVITY; EXTINCTIONS; ENVIRONMENT; RESILIENCE,"High biodiversity has been shown to enhance ecological stability on small spatial scales and over intervals of weeks to decades(1-4.) It remains unclear, however, whether this diversity - stability relationship can be scaled up to regional scales, or to longer timescales(5). Without empirical validation at larger scales, the implications of the diversity - stability relationship for both ecology and long-term conservation strategies cannot readily be resolved. Here I show that in biogenic reefs, ecological stability is related to taxonomic diversity on million-year timescales. The higher the mean reef diversity in a particular time interval, the smaller the change in skeletal density, style of reef building and biotic reef types in the subsequent time interval. Because the relationships apply to a wide spectrum of disturbance regimes and reef types, these results support the hypothesis that species richness itself promotes ecological stability(3). Carbonate production by reefs, while closely correlated with reef diversity without temporal lag, is not stabilized by reef diversity over these long timescales. This suggests that ecological stability and productivity may be decoupled in natural ecosystems.","Humboldt Univ, Museum Nat Hist, D-10115 Berlin, Germany",53,10.1038/nature03152,2005
1896,"Stokstad, E",Anthropology - Coral ages show Hawaiian temples sprang from political revolution,SCIENCE,,,,1,,2005
1897,"Kirch, PV; Sharp, WD",Coral Th-230 dating of the imposition of a ritual control hierarchy in precontact Hawaii,SCIENCE,PACIFIC,"In proto-historic Hawaii (1500-1795 A.D.), as in many other evolving polities, temples functioned as centers for control over production and the extraction of surplus food and goods. Thorium-230 dates (uncertainty +/- similar to10 years) on branch coral dedicatory offerings from temples in the Kahikinui district (Maui) indicate that its temple system was constructed within 60 years, far more rapidly than indicated by radiocarbon dating. Introduction of the temple system in 1580-1640 A.D. coincided with predatory expansion and,consolidation of the Maui polity to form an incipient archaic state.","Univ Calif Berkeley, Dept Anthropol, Berkeley, CA 94720 USA; Berkeley Geochronol Ctr, Berkeley, CA 94709 USA",47,10.1126/science.1105432,2005
1898,"Ando, R; Mizuno, H; Miyawaki, A",Regulated fast nucleocytoplasmic shuttling observed by reversible protein highlighting,SCIENCE,GREEN FLUORESCENT PROTEIN; CELLS; KINASE,"The observation of the regulation of fast protein dynamics in a cellular context requires the development of reliable technologies. Here, a signal regulation cascade reliant on the stimulus-dependent acceleration of the bidirectional flow of mitogen-activated protein kinase (extracellular signal-regulated kinase) across the nuclear envelope was visualized by reversible protein highlighting. Light-induced conversion between the bright and dark states of a monomeric fluorescent protein engineered from a novel coral protein was employed. Because of its photochromic properties, the protein could be highlighted, erased, and highlighted again in a nondestructive manner, allowing direct observation of regulated fast nucleocytoplasmic shuttling of key signaling molecules.","RIKEN, Brain Sci Inst, Lab Cell Funct & Dynam, Adv Technol Dev Grp, Wako, Saitama 3510198, Japan",540,10.1126/science.1102506,2004
1899,"Ugalde, JA; Chang, BSW; Matz, MV",Evolution of coral pigments recreated,SCIENCE,FEATURES,,"Univ Florida, Whitney Lab, Gainesville, FL 32611 USA; Univ Florida, Dept Mol Genet & Microbiol, Gainesville, FL USA; Univ Chile, Lab Bioinformat & Gene Express, Santiago, Chile; Univ Toronto, Dept Zool, Toronto, ON, Canada",88,10.1126/science.1099597,2004
1900,"Knutti, R; Fluckiger, J; Stocker, TF; Timmermann, A",Strong hemispheric coupling of glacial climate through freshwater discharge and ocean circulation,NATURE,MIXED BOUNDARY-CONDITIONS; THERMOHALINE CIRCULATION; ATMOSPHERE MODEL; CORAL TERRACES; NORTH-ATLANTIC; RAPID CHANGES; ICE; SCALE; ANTARCTICA; GREENLAND,"The climate of the last glacial period was extremely variable, characterized by abrupt warming events in the Northern Hemisphere, accompanied by slower temperature changes in Antarctica and variations of global sea level. It is generally accepted that this millennial-scale climate variability was caused by abrupt changes in the ocean thermohaline circulation. Here we use a coupled ocean-atmosphere-sea ice model to show that freshwater discharge into the North Atlantic Ocean, in addition to a reduction of the thermohaline circulation, has a direct effect on Southern Ocean temperature. The related anomalous oceanic southward heat transport arises from a zonal density gradient in the subtropical North Atlantic caused by a fast wave-adjustment process. We present an extended and quantitative bipolar seesaw concept that explains the timing and amplitude of Greenland and Antarctic temperature changes, the slow changes in Antarctic temperature and its similarity to sea level, as well as a possible time lag of sea level with respect to Antarctic temperature during Marine Isotope Stage 3.","Univ Bern, Inst Phys, CH-3012 Bern, Switzerland; Leibniz Inst Meereswissensch, IFM, GEOMAR, D-24105 Kiel, Germany",180,10.1038/nature02786,2004
